Site,Year,Month,Day,Hour,value,Duration
Beijing,2017,2,9,1,7,Valid
Beijing,2017,2,9,2,8,Valid
Beijing,2017,2,9,3,15,Valid
Beijing,2017,2,9,4,10,Valid
Beijing,2017,2,9,5,4,Valid
Beijing,2017,2,9,6,2,Valid
Beijing,2017,2,9,7,6,Valid
Beijing,2017,2,9,8,7,Valid
Beijing,2017,2,9,9,7,Valid
Beijing,2017,2,9,10,7,Valid
Beijing,2017,2,9,11,9,Valid
Beijing,2017,2,9,12,10,Valid
Beijing,2017,2,9,13,13,Valid
Beijing,2017,2,9,14,12,Valid
Beijing,2017,2,9,15,10,Valid
Beijing,2017,2,9,16,7,Valid
Beijing,2017,2,9,17,13,Valid
Beijing,2017,2,9,18,9,Valid
Beijing,2017,2,9,19,5,Valid
Beijing,2017,2,9,20,9,Valid
Beijing,2017,2,9,21,7,Valid
Beijing,2017,2,9,22,5,Valid
Beijing,2017,2,9,23,3,Valid
Beijing,2017,2,10,0,7,Valid
Beijing,2017,2,10,1,6,Valid
Beijing,2017,2,10,2,9,Valid
Beijing,2017,2,10,3,6,Valid
Beijing,2017,2,10,4,7,Valid
Beijing,2017,2,10,5,5,Valid
Beijing,2017,2,10,6,5,Valid
Beijing,2017,2,10,7,7,Valid
Beijing,2017,2,10,8,7,Valid
Beijing,2017,2,10,9,9,Valid
Beijing,2017,2,10,10,13,Valid
Beijing,2017,2,10,11,23,Valid
Beijing,2017,2,10,12,15,Valid
Beijing,2017,2,10,13,18,Valid
Beijing,2017,2,10,14,12,Valid
Beijing,2017,2,10,15,10,Valid
Beijing,2017,2,10,16,14,Valid
Beijing,2017,2,10,17,11,Valid
Beijing,2017,2,10,18,9,Valid
Beijing,2017,2,10,19,11,Valid
Beijing,2017,2,10,20,7,Valid
Beijing,2017,2,10,21,5,Valid
Beijing,2017,2,10,22,8,Valid
Beijing,2017,2,10,23,12,Valid
Beijing,2017,2,11,0,8,Valid
Beijing,2017,2,11,1,9,Valid
Beijing,2017,2,11,2,9,Valid
Beijing,2017,2,11,3,10,Valid
Beijing,2017,2,11,4,9,Valid
Beijing,2017,2,11,5,14,Valid
Beijing,2017,2,11,6,11,Valid
Beijing,2017,2,11,7,10,Valid
Beijing,2017,2,11,8,22,Valid
Beijing,2017,2,11,9,34,Valid
Beijing,2017,2,11,10,30,Valid
Beijing,2017,2,11,11,28,Valid
Beijing,2017,2,11,12,18,Valid
Beijing,2017,2,11,13,18,Valid
Beijing,2017,2,11,14,15,Valid
Beijing,2017,2,11,15,14,Valid
Beijing,2017,2,11,16,16,Valid
Beijing,2017,2,11,17,33,Valid
Beijing,2017,2,11,18,51,Valid
Beijing,2017,2,11,19,50,Valid
Beijing,2017,2,11,20,81,Valid
Beijing,2017,2,11,21,105,Valid
Beijing,2017,2,11,22,250,Valid
Beijing,2017,2,11,23,,Missing
Beijing,2017,2,12,0,280,Valid
Beijing,2017,2,12,1,301,Valid
Beijing,2017,2,12,2,259,Valid
Beijing,2017,2,12,3,161,Valid
Beijing,2017,2,12,4,115,Valid
Beijing,2017,2,12,5,81,Valid
Beijing,2017,2,12,6,55,Valid
Beijing,2017,2,12,7,77,Valid
Beijing,2017,2,12,8,96,Valid
Beijing,2017,2,12,9,105,Valid
Beijing,2017,2,12,10,127,Valid
Beijing,2017,2,12,11,173,Valid
Beijing,2017,2,12,12,163,Valid
Beijing,2017,2,12,13,146,Valid
Beijing,2017,2,12,14,150,Valid
Beijing,2017,2,12,15,161,Valid
Beijing,2017,2,12,16,110,Valid
Beijing,2017,2,12,17,127,Valid
Beijing,2017,2,12,18,122,Valid
Beijing,2017,2,12,19,129,Valid
Beijing,2017,2,12,20,113,Valid
Beijing,2017,2,12,21,133,Valid
Beijing,2017,2,12,22,160,Valid
Beijing,2017,2,12,23,178,Valid
Beijing,2017,2,13,0,187,Valid
Beijing,2017,2,13,1,207,Valid
Beijing,2017,2,13,2,234,Valid
Beijing,2017,2,13,3,225,Valid
Beijing,2017,2,13,4,211,Valid
Beijing,2017,2,13,5,152,Valid
Beijing,2017,2,13,6,110,Valid
Beijing,2017,2,13,7,113,Valid
Beijing,2017,2,13,8,96,Valid
Beijing,2017,2,13,9,88,Valid
Beijing,2017,2,13,10,59,Valid
Beijing,2017,2,13,11,36,Valid
Beijing,2017,2,13,12,34,Valid
Beijing,2017,2,13,13,29,Valid
Beijing,2017,2,13,14,27,Valid
Beijing,2017,2,13,15,27,Valid
Beijing,2017,2,13,16,26,Valid
Beijing,2017,2,13,17,,Missing
Beijing,2017,2,13,18,18,Valid
Beijing,2017,2,13,19,89,Valid
Beijing,2017,2,13,20,123,Valid
Beijing,2017,2,13,21,132,Valid
Beijing,2017,2,13,22,181,Valid
Beijing,2017,2,13,23,175,Valid
Beijing,2017,2,14,0,183,Valid
Beijing,2017,2,14,1,152,Valid
Beijing,2017,2,14,2,168,Valid
Beijing,2017,2,14,3,155,Valid
Beijing,2017,2,14,4,148,Valid
Beijing,2017,2,14,5,148,Valid
Beijing,2017,2,14,6,147,Valid
Beijing,2017,2,14,7,138,Valid
Beijing,2017,2,14,8,153,Valid
Beijing,2017,2,14,9,161,Valid
Beijing,2017,2,14,10,190,Valid
Beijing,2017,2,14,11,210,Valid
Beijing,2017,2,14,12,226,Valid
Beijing,2017,2,14,13,197,Valid
Beijing,2017,2,14,14,196,Valid
Beijing,2017,2,14,15,199,Valid
Beijing,2017,2,14,16,208,Valid
Beijing,2017,2,14,17,204,Valid
Beijing,2017,2,14,18,203,Valid
Beijing,2017,2,14,19,204,Valid
Beijing,2017,2,14,20,227,Valid
Beijing,2017,2,14,21,229,Valid
Beijing,2017,2,14,22,237,Valid
Beijing,2017,2,14,23,257,Valid
Beijing,2017,2,15,0,266,Valid
Beijing,2017,2,15,1,249,Valid
Beijing,2017,2,15,2,237,Valid
Beijing,2017,2,15,3,228,Valid
Beijing,2017,2,15,4,235,Valid
Beijing,2017,2,15,5,248,Valid
Beijing,2017,2,15,6,240,Valid
Beijing,2017,2,15,7,232,Valid
Beijing,2017,2,15,8,229,Valid
Beijing,2017,2,15,9,228,Valid
Beijing,2017,2,15,10,238,Valid
Beijing,2017,2,15,11,264,Valid
Beijing,2017,2,15,12,242,Valid
Beijing,2017,2,15,13,215,Valid
Beijing,2017,2,15,14,215,Valid
Beijing,2017,2,15,15,217,Valid
Beijing,2017,2,15,16,216,Valid
Beijing,2017,2,15,17,235,Valid
Beijing,2017,2,15,18,242,Valid
Beijing,2017,2,15,19,243,Valid
Beijing,2017,2,15,20,252,Valid
Beijing,2017,2,15,21,263,Valid
Beijing,2017,2,15,22,260,Valid
Beijing,2017,2,15,23,267,Valid
Beijing,2017,2,16,0,271,Valid
Beijing,2017,2,16,1,254,Valid
Beijing,2017,2,16,2,270,Valid
Beijing,2017,2,16,3,256,Valid
Beijing,2017,2,16,4,264,Valid
Beijing,2017,2,16,5,259,Valid
Beijing,2017,2,16,6,266,Valid
Beijing,2017,2,16,7,248,Valid
Beijing,2017,2,16,8,179,Valid
Beijing,2017,2,16,9,143,Valid
Beijing,2017,2,16,10,93,Valid
Beijing,2017,2,16,11,19,Valid
Beijing,2017,2,16,12,15,Valid
Beijing,2017,2,16,13,14,Valid
Beijing,2017,2,16,14,14,Valid
Beijing,2017,2,16,15,15,Valid
Beijing,2017,2,16,16,9,Valid
Beijing,2017,2,16,17,6,Valid
Beijing,2017,2,16,18,6,Valid
Beijing,2017,2,16,19,14,Valid
Beijing,2017,2,16,20,13,Valid
Beijing,2017,2,16,21,9,Valid
Beijing,2017,2,16,22,7,Valid
Beijing,2017,2,16,23,6,Valid
Beijing,2017,2,17,0,6,Valid
Beijing,2017,2,17,1,10,Valid
Beijing,2017,2,17,2,10,Valid
Beijing,2017,2,17,3,6,Valid
Beijing,2017,2,17,4,6,Valid
Beijing,2017,2,17,5,10,Valid
Beijing,2017,2,17,6,11,Valid
Beijing,2017,2,17,7,11,Valid
Beijing,2017,2,17,8,12,Valid
Beijing,2017,2,17,9,12,Valid
Beijing,2017,2,17,10,8,Valid
Beijing,2017,2,17,11,2,Valid
Beijing,2017,2,17,12,3,Valid
Beijing,2017,2,17,13,5,Valid
Beijing,2017,2,17,14,9,Valid
Beijing,2017,2,17,15,11,Valid
Beijing,2017,2,17,16,35,Valid
Beijing,2017,2,17,17,49,Valid
Beijing,2017,2,17,18,67,Valid
Beijing,2017,2,17,19,70,Valid
Beijing,2017,2,17,20,62,Valid
Beijing,2017,2,17,21,56,Valid
Beijing,2017,2,17,22,57,Valid
Beijing,2017,2,17,23,62,Valid
Beijing,2017,2,18,0,71,Valid
Beijing,2017,2,18,1,89,Valid
Beijing,2017,2,18,2,96,Valid
Beijing,2017,2,18,3,107,Valid
Beijing,2017,2,18,4,99,Valid
Beijing,2017,2,18,5,98,Valid
Beijing,2017,2,18,6,91,Valid
Beijing,2017,2,18,7,77,Valid
Beijing,2017,2,18,8,80,Valid
Beijing,2017,2,18,9,89,Valid
Beijing,2017,2,18,10,102,Valid
Beijing,2017,2,18,11,101,Valid
Beijing,2017,2,18,12,85,Valid
Beijing,2017,2,18,13,105,Valid
Beijing,2017,2,18,14,90,Valid
Beijing,2017,2,18,15,90,Valid
Beijing,2017,2,18,16,70,Valid
Beijing,2017,2,18,17,62,Valid
Beijing,2017,2,18,18,75,Valid
Beijing,2017,2,18,19,101,Valid
Beijing,2017,2,18,20,114,Valid
Beijing,2017,2,18,21,106,Valid
Beijing,2017,2,18,22,127,Valid
Beijing,2017,2,18,23,128,Valid
Beijing,2017,2,19,0,141,Valid
Beijing,2017,2,19,1,160,Valid
Beijing,2017,2,19,2,181,Valid
Beijing,2017,2,19,3,175,Valid
Beijing,2017,2,19,4,170,Valid
Beijing,2017,2,19,5,169,Valid
Beijing,2017,2,19,6,166,Valid
Beijing,2017,2,19,7,157,Valid
Beijing,2017,2,19,8,164,Valid
Beijing,2017,2,19,9,165,Valid
Beijing,2017,2,19,10,162,Valid
Beijing,2017,2,19,11,169,Valid
Beijing,2017,2,19,12,172,Valid
Beijing,2017,2,19,13,149,Valid
Beijing,2017,2,19,14,61,Valid
Beijing,2017,2,19,15,15,Valid
Beijing,2017,2,19,16,14,Valid
Beijing,2017,2,19,17,17,Valid
Beijing,2017,2,19,18,14,Valid
Beijing,2017,2,19,19,11,Valid
Beijing,2017,2,19,20,11,Valid
Beijing,2017,2,19,21,12,Valid
Beijing,2017,2,19,22,9,Valid
Beijing,2017,2,19,23,8,Valid
Beijing,2017,2,20,0,5,Valid
Beijing,2017,2,20,1,4,Valid
Beijing,2017,2,20,2,5,Valid
Beijing,2017,2,20,3,3,Valid
Beijing,2017,2,20,4,2,Valid
Beijing,2017,2,20,5,9,Valid
Beijing,2017,2,20,6,6,Valid
Beijing,2017,2,20,7,5,Valid
Beijing,2017,2,20,8,8,Valid
Beijing,2017,2,20,9,5,Valid
Beijing,2017,2,20,10,7,Valid
Beijing,2017,2,20,11,10,Valid
Beijing,2017,2,20,12,10,Valid
Beijing,2017,2,20,13,9,Valid
Beijing,2017,2,20,14,7,Valid
Beijing,2017,2,20,15,9,Valid
Beijing,2017,2,20,16,12,Valid
Beijing,2017,2,20,17,11,Valid
Beijing,2017,2,20,18,17,Valid
Beijing,2017,2,20,19,26,Valid
Beijing,2017,2,20,20,24,Valid
Beijing,2017,2,20,21,23,Valid
Beijing,2017,2,20,22,31,Valid
Beijing,2017,2,20,23,39,Valid
Beijing,2017,2,21,0,45,Valid
Beijing,2017,2,21,1,36,Valid
Beijing,2017,2,21,2,48,Valid
Beijing,2017,2,21,3,50,Valid
Beijing,2017,2,21,4,58,Valid
Beijing,2017,2,21,5,92,Valid
Beijing,2017,2,21,6,85,Valid
Beijing,2017,2,21,7,75,Valid
Beijing,2017,2,21,8,71,Valid
Beijing,2017,2,21,9,65,Valid
Beijing,2017,2,21,10,60,Valid
Beijing,2017,2,21,11,56,Valid
Beijing,2017,2,21,12,53,Valid
Beijing,2017,2,21,13,60,Valid
Beijing,2017,2,21,14,57,Valid
Beijing,2017,2,21,15,44,Valid
Beijing,2017,2,21,16,42,Valid
Beijing,2017,2,21,17,42,Valid
Beijing,2017,2,21,18,55,Valid
Beijing,2017,2,21,19,66,Valid
Beijing,2017,2,21,20,78,Valid
Beijing,2017,2,21,21,55,Valid
Beijing,2017,2,21,22,61,Valid
Beijing,2017,2,21,23,66,Valid
Beijing,2017,2,22,0,62,Valid
Beijing,2017,2,22,1,82,Valid
Beijing,2017,2,22,2,82,Valid
Beijing,2017,2,22,3,88,Valid
Beijing,2017,2,22,4,91,Valid
Beijing,2017,2,22,5,99,Valid
Beijing,2017,2,22,6,98,Valid
Beijing,2017,2,22,7,101,Valid
Beijing,2017,2,22,8,107,Valid
Beijing,2017,2,22,9,121,Valid
Beijing,2017,2,22,10,134,Valid
Beijing,2017,2,22,11,140,Valid
Beijing,2017,2,22,12,136,Valid
Beijing,2017,2,22,13,129,Valid
Beijing,2017,2,22,14,119,Valid
Beijing,2017,2,22,15,109,Valid
Beijing,2017,2,22,16,65,Valid
Beijing,2017,2,22,17,11,Valid
Beijing,2017,2,22,18,11,Valid
Beijing,2017,2,22,19,14,Valid
Beijing,2017,2,22,20,8,Valid
Beijing,2017,2,22,21,8,Valid
Beijing,2017,2,22,22,8,Valid
Beijing,2017,2,22,23,13,Valid
Beijing,2017,2,23,0,12,Valid
Beijing,2017,2,23,1,11,Valid
Beijing,2017,2,23,2,11,Valid
Beijing,2017,2,23,3,14,Valid
Beijing,2017,2,23,4,11,Valid
Beijing,2017,2,23,5,16,Valid
Beijing,2017,2,23,6,19,Valid
Beijing,2017,2,23,7,15,Valid
Beijing,2017,2,23,8,3,Valid
Beijing,2017,2,23,9,11,Valid
Beijing,2017,2,23,10,12,Valid
Beijing,2017,2,23,11,8,Valid
Beijing,2017,2,23,12,7,Valid
Beijing,2017,2,23,13,5,Valid
Beijing,2017,2,23,14,9,Valid
Beijing,2017,2,23,15,25,Valid
Beijing,2017,2,23,16,24,Valid
Beijing,2017,2,23,17,31,Valid
Beijing,2017,2,23,18,33,Valid
Beijing,2017,2,23,19,38,Valid
Beijing,2017,2,23,20,36,Valid
Beijing,2017,2,23,21,35,Valid
Beijing,2017,2,23,22,45,Valid
Beijing,2017,2,23,23,58,Valid
Beijing,2017,2,24,0,61,Valid
Beijing,2017,2,24,1,42,Valid
Beijing,2017,2,24,2,55,Valid
Beijing,2017,2,24,3,57,Valid
Beijing,2017,2,24,4,20,Valid
Beijing,2017,2,24,5,33,Valid
Beijing,2017,2,24,6,27,Valid
Beijing,2017,2,24,7,27,Valid
Beijing,2017,2,24,8,21,Valid
Beijing,2017,2,24,9,19,Valid
Beijing,2017,2,24,10,23,Valid
Beijing,2017,2,24,11,16,Valid
Beijing,2017,2,24,12,11,Valid
Beijing,2017,2,24,13,16,Valid
Beijing,2017,2,24,14,12,Valid
Beijing,2017,2,24,15,13,Valid
Beijing,2017,2,24,16,13,Valid
Beijing,2017,2,24,17,12,Valid
Beijing,2017,2,24,18,14,Valid
Beijing,2017,2,24,19,11,Valid
Beijing,2017,2,24,20,12,Valid
Beijing,2017,2,24,21,12,Valid
Beijing,2017,2,24,22,11,Valid
Beijing,2017,2,24,23,17,Valid
Beijing,2017,2,25,0,6,Valid
Beijing,2017,2,25,1,9,Valid
Beijing,2017,2,25,2,38,Valid
Beijing,2017,2,25,3,7,Valid
Beijing,2017,2,25,4,6,Valid
Beijing,2017,2,25,5,5,Valid
Beijing,2017,2,25,6,4,Valid
Beijing,2017,2,25,7,13,Valid
Beijing,2017,2,25,8,13,Valid
Beijing,2017,2,25,9,8,Valid
Beijing,2017,2,25,10,15,Valid
Beijing,2017,2,25,11,6,Valid
Beijing,2017,2,25,12,7,Valid
Beijing,2017,2,25,13,5,Valid
Beijing,2017,2,25,14,3,Valid
Beijing,2017,2,25,15,13,Valid
Beijing,2017,2,25,16,8,Valid
Beijing,2017,2,25,17,6,Valid
Beijing,2017,2,25,18,12,Valid
Beijing,2017,2,25,19,17,Valid
Beijing,2017,2,25,20,20,Valid
Beijing,2017,2,25,21,15,Valid
Beijing,2017,2,25,22,23,Valid
Beijing,2017,2,25,23,17,Valid
Beijing,2017,2,26,0,18,Valid
Beijing,2017,2,26,1,15,Valid
Beijing,2017,2,26,2,24,Valid
Beijing,2017,2,26,3,24,Valid
Beijing,2017,2,26,4,22,Valid
Beijing,2017,2,26,5,22,Valid
Beijing,2017,2,26,6,23,Valid
Beijing,2017,2,26,7,22,Valid
Beijing,2017,2,26,8,25,Valid
Beijing,2017,2,26,9,19,Valid
Beijing,2017,2,26,10,23,Valid
Beijing,2017,2,26,11,15,Valid
Beijing,2017,2,26,12,16,Valid
Beijing,2017,2,26,13,19,Valid
Beijing,2017,2,26,14,25,Valid
Beijing,2017,2,26,15,25,Valid
Beijing,2017,2,26,16,23,Valid
Beijing,2017,2,26,17,27,Valid
Beijing,2017,2,26,18,27,Valid
Beijing,2017,2,26,19,40,Valid
Beijing,2017,2,26,20,43,Valid
Beijing,2017,2,26,21,47,Valid
Beijing,2017,2,26,22,54,Valid
Beijing,2017,2,26,23,51,Valid
Beijing,2017,2,27,0,47,Valid
Beijing,2017,2,27,1,69,Valid
Beijing,2017,2,27,2,104,Valid
Beijing,2017,2,27,3,103,Valid
Beijing,2017,2,27,4,122,Valid
Beijing,2017,2,27,5,111,Valid
Beijing,2017,2,27,6,91,Valid
Beijing,2017,2,27,7,83,Valid
Beijing,2017,2,27,8,85,Valid
Beijing,2017,2,27,9,96,Valid
Beijing,2017,2,27,10,104,Valid
Beijing,2017,2,27,11,115,Valid
Beijing,2017,2,27,12,113,Valid
Beijing,2017,2,27,13,116,Valid
Beijing,2017,2,27,14,95,Valid
Beijing,2017,2,27,15,60,Valid
Beijing,2017,2,27,16,51,Valid
Beijing,2017,2,27,17,48,Valid
Beijing,2017,2,27,18,46,Valid
Beijing,2017,2,27,19,44,Valid
Beijing,2017,2,27,20,45,Valid
Beijing,2017,2,27,21,52,Valid
Beijing,2017,2,27,22,60,Valid
Beijing,2017,2,27,23,85,Valid
Beijing,2017,2,28,0,51,Valid
Beijing,2017,2,28,1,22,Valid
Beijing,2017,2,28,2,23,Valid
Beijing,2017,2,28,3,20,Valid
Beijing,2017,2,28,4,10,Valid
Beijing,2017,2,28,5,14,Valid
Beijing,2017,2,28,6,12,Valid
Beijing,2017,2,28,7,11,Valid
Beijing,2017,2,28,8,11,Valid
Beijing,2017,2,28,9,12,Valid
Beijing,2017,2,28,10,7,Valid
Beijing,2017,2,28,11,4,Valid
Beijing,2017,2,28,12,4,Valid
Beijing,2017,2,28,13,3,Valid
Beijing,2017,2,28,14,4,Valid
Beijing,2017,2,28,15,8,Valid
Beijing,2017,2,28,16,8,Valid
Beijing,2017,2,28,17,15,Valid
Beijing,2017,2,28,18,16,Valid
Beijing,2017,2,28,19,11,Valid
Beijing,2017,2,28,20,19,Valid
Beijing,2017,2,28,21,16,Valid
Beijing,2017,2,28,22,17,Valid
Beijing,2017,2,28,23,18,Valid
Beijing,2017,3,1,0,18,Valid
Beijing,2017,3,1,1,19,Valid
Beijing,2017,3,1,2,7,Valid
Beijing,2017,3,1,3,8,Valid
Beijing,2017,3,1,4,8,Valid
Beijing,2017,3,1,5,9,Valid
Beijing,2017,3,1,6,6,Valid
Beijing,2017,3,1,7,4,Valid
Beijing,2017,3,1,8,4,Valid
Beijing,2017,3,1,9,11,Valid
Beijing,2017,3,1,10,15,Valid
Beijing,2017,3,1,11,10,Valid
Beijing,2017,3,1,12,18,Valid
Beijing,2017,3,1,13,8,Valid
Beijing,2017,3,1,14,29,Valid
Beijing,2017,3,1,15,13,Valid
Beijing,2017,3,1,16,8,Valid
Beijing,2017,3,1,17,8,Valid
Beijing,2017,3,1,18,9,Valid
Beijing,2017,3,1,19,12,Valid
Beijing,2017,3,1,20,13,Valid
Beijing,2017,3,1,21,21,Valid
Beijing,2017,3,1,22,33,Valid
Beijing,2017,3,1,23,8,Valid
Beijing,2017,3,2,0,16,Valid
Beijing,2017,3,2,1,15,Valid
Beijing,2017,3,2,2,18,Valid
Beijing,2017,3,2,3,21,Valid
Beijing,2017,3,2,4,35,Valid
Beijing,2017,3,2,5,28,Valid
Beijing,2017,3,2,6,26,Valid
Beijing,2017,3,2,7,44,Valid
Beijing,2017,3,2,8,49,Valid
Beijing,2017,3,2,9,66,Valid
Beijing,2017,3,2,10,66,Valid
Beijing,2017,3,2,11,42,Valid
Beijing,2017,3,2,12,37,Valid
Beijing,2017,3,2,13,57,Valid
Beijing,2017,3,2,14,51,Valid
Beijing,2017,3,2,15,41,Valid
Beijing,2017,3,2,16,35,Valid
Beijing,2017,3,2,17,42,Valid
Beijing,2017,3,2,18,37,Valid
Beijing,2017,3,2,19,43,Valid
Beijing,2017,3,2,20,62,Valid
Beijing,2017,3,2,21,95,Valid
Beijing,2017,3,2,22,68,Valid
Beijing,2017,3,2,23,105,Valid
Beijing,2017,3,3,0,103,Valid
Beijing,2017,3,3,1,89,Valid
Beijing,2017,3,3,2,94,Valid
Beijing,2017,3,3,3,108,Valid
Beijing,2017,3,3,4,99,Valid
Beijing,2017,3,3,5,102,Valid
Beijing,2017,3,3,6,108,Valid
Beijing,2017,3,3,7,98,Valid
Beijing,2017,3,3,8,87,Valid
Beijing,2017,3,3,9,103,Valid
Beijing,2017,3,3,10,113,Valid
Beijing,2017,3,3,11,104,Valid
Beijing,2017,3,3,12,90,Valid
Beijing,2017,3,3,13,79,Valid
Beijing,2017,3,3,14,88,Valid
Beijing,2017,3,3,15,103,Valid
Beijing,2017,3,3,16,116,Valid
Beijing,2017,3,3,17,105,Valid
Beijing,2017,3,3,18,93,Valid
Beijing,2017,3,3,19,85,Valid
Beijing,2017,3,3,20,72,Valid
Beijing,2017,3,3,21,61,Valid
Beijing,2017,3,3,22,57,Valid
Beijing,2017,3,3,23,52,Valid
Beijing,2017,3,4,0,45,Valid
Beijing,2017,3,4,1,39,Valid
Beijing,2017,3,4,2,47,Valid
Beijing,2017,3,4,3,59,Valid
Beijing,2017,3,4,4,57,Valid
Beijing,2017,3,4,5,59,Valid
Beijing,2017,3,4,6,62,Valid
Beijing,2017,3,4,7,65,Valid
Beijing,2017,3,4,8,70,Valid
Beijing,2017,3,4,9,75,Valid
Beijing,2017,3,4,10,85,Valid
Beijing,2017,3,4,11,86,Valid
Beijing,2017,3,4,12,85,Valid
Beijing,2017,3,4,13,92,Valid
Beijing,2017,3,4,14,100,Valid
Beijing,2017,3,4,15,104,Valid
Beijing,2017,3,4,16,110,Valid
Beijing,2017,3,4,17,125,Valid
Beijing,2017,3,4,18,129,Valid
Beijing,2017,3,4,19,142,Valid
Beijing,2017,3,4,20,143,Valid
Beijing,2017,3,4,21,154,Valid
Beijing,2017,3,4,22,169,Valid
Beijing,2017,3,4,23,108,Valid
Beijing,2017,3,5,0,35,Valid
Beijing,2017,3,5,1,15,Valid
Beijing,2017,3,5,2,12,Valid
Beijing,2017,3,5,3,13,Valid
Beijing,2017,3,5,4,10,Valid
Beijing,2017,3,5,5,9,Valid
Beijing,2017,3,5,6,10,Valid
Beijing,2017,3,5,7,8,Valid
Beijing,2017,3,5,8,16,Valid
Beijing,2017,3,5,9,16,Valid
Beijing,2017,3,5,10,25,Valid
Beijing,2017,3,5,11,15,Valid
Beijing,2017,3,5,12,17,Valid
Beijing,2017,3,5,13,18,Valid
Beijing,2017,3,5,14,16,Valid
Beijing,2017,3,5,15,8,Valid
Beijing,2017,3,5,16,8,Valid
Beijing,2017,3,5,17,12,Valid
Beijing,2017,3,5,18,15,Valid
Beijing,2017,3,5,19,9,Valid
Beijing,2017,3,5,20,10,Valid
Beijing,2017,3,5,21,9,Valid
Beijing,2017,3,5,22,14,Valid
Beijing,2017,3,5,23,21,Valid
Beijing,2017,3,6,0,12,Valid
Beijing,2017,3,6,1,13,Valid
Beijing,2017,3,6,2,16,Valid
Beijing,2017,3,6,3,21,Valid
Beijing,2017,3,6,4,17,Valid
Beijing,2017,3,6,5,15,Valid
Beijing,2017,3,6,6,29,Valid
Beijing,2017,3,6,7,35,Valid
Beijing,2017,3,6,8,51,Valid
Beijing,2017,3,6,9,42,Valid
Beijing,2017,3,6,10,39,Valid
Beijing,2017,3,6,11,30,Valid
Beijing,2017,3,6,12,19,Valid
Beijing,2017,3,6,13,12,Valid
Beijing,2017,3,6,14,10,Valid
Beijing,2017,3,6,15,13,Valid
Beijing,2017,3,6,16,12,Valid
Beijing,2017,3,6,17,10,Valid
Beijing,2017,3,6,18,11,Valid
Beijing,2017,3,6,19,11,Valid
Beijing,2017,3,6,20,12,Valid
Beijing,2017,3,6,21,10,Valid
Beijing,2017,3,6,22,7,Valid
Beijing,2017,3,6,23,9,Valid
Beijing,2017,3,7,0,6,Valid
Beijing,2017,3,7,1,7,Valid
Beijing,2017,3,7,2,6,Valid
Beijing,2017,3,7,3,13,Valid
Beijing,2017,3,7,4,8,Valid
Beijing,2017,3,7,5,19,Valid
Beijing,2017,3,7,6,12,Valid
Beijing,2017,3,7,7,17,Valid
Beijing,2017,3,7,8,9,Valid
Beijing,2017,3,7,9,11,Valid
Beijing,2017,3,7,10,6,Valid
Beijing,2017,3,7,11,9,Valid
Beijing,2017,3,7,12,16,Valid
Beijing,2017,3,7,13,17,Valid
Beijing,2017,3,7,14,10,Valid
Beijing,2017,3,7,15,10,Valid
Beijing,2017,3,7,16,20,Valid
Beijing,2017,3,7,17,8,Valid
Beijing,2017,3,7,18,7,Valid
Beijing,2017,3,7,19,8,Valid
Beijing,2017,3,7,20,6,Valid
Beijing,2017,3,7,21,5,Valid
Beijing,2017,3,7,22,4,Valid
Beijing,2017,3,7,23,12,Valid
Beijing,2017,3,8,0,9,Valid
Beijing,2017,3,8,1,7,Valid
Beijing,2017,3,8,2,10,Valid
Beijing,2017,3,8,3,8,Valid
Beijing,2017,3,8,4,9,Valid
Beijing,2017,3,8,5,10,Valid
Beijing,2017,3,8,6,11,Valid
Beijing,2017,3,8,7,10,Valid
Beijing,2017,3,8,8,7,Valid
Beijing,2017,3,8,9,8,Valid
Beijing,2017,3,8,10,7,Valid
Beijing,2017,3,8,11,7,Valid
Beijing,2017,3,8,12,17,Valid
Beijing,2017,3,8,13,13,Valid
Beijing,2017,3,8,14,17,Valid
Beijing,2017,3,8,15,17,Valid
Beijing,2017,3,8,16,14,Valid
Beijing,2017,3,8,17,11,Valid
Beijing,2017,3,8,18,17,Valid
Beijing,2017,3,8,19,17,Valid
Beijing,2017,3,8,20,19,Valid
Beijing,2017,3,8,21,19,Valid
Beijing,2017,3,8,22,25,Valid
Beijing,2017,3,8,23,21,Valid
Beijing,2017,3,9,0,18,Valid
Beijing,2017,3,9,1,10,Valid
Beijing,2017,3,9,2,10,Valid
Beijing,2017,3,9,3,7,Valid
Beijing,2017,3,9,4,5,Valid
Beijing,2017,3,9,5,7,Valid
Beijing,2017,3,9,6,11,Valid
Beijing,2017,3,9,7,10,Valid
Beijing,2017,3,9,8,11,Valid
Beijing,2017,3,9,9,10,Valid
Beijing,2017,3,9,10,8,Valid
Beijing,2017,3,9,11,10,Valid
Beijing,2017,3,9,12,8,Valid
Beijing,2017,3,9,13,7,Valid
Beijing,2017,3,9,14,8,Valid
Beijing,2017,3,9,15,9,Valid
Beijing,2017,3,9,16,8,Valid
Beijing,2017,3,9,17,14,Valid
Beijing,2017,3,9,18,16,Valid
Beijing,2017,3,9,19,18,Valid
Beijing,2017,3,9,20,23,Valid
Beijing,2017,3,9,21,26,Valid
Beijing,2017,3,9,22,23,Valid
Beijing,2017,3,9,23,13,Valid
Beijing,2017,3,10,0,12,Valid
Beijing,2017,3,10,1,21,Valid
Beijing,2017,3,10,2,12,Valid
Beijing,2017,3,10,3,18,Valid
